address,ste,tickets
terra1k77xea7h2zy43qnvj90udnssddllfpl4e6hgwr,255,1
terra1k739mdg25r0chpufhu7ga56lj9zu59jhqad0d6,267.40,1
terra1k7dz5vsw5v98wpv2nfytxw5ujnuncqu8mcy43r,501.05,2
terra1k7rz0c0ug92qzxftjppw22kpcc2dn2ecdcz2kt,575.75,2
terra1k7pz5algs327g86e0daslhmz57553fqs5lqrm3,255.82,1
terra1k7quzfv6dvg0nuh9gmvl0t2ftpqrdrdwkayx59,251.97,1
terra1k7qhwh42majnpv38xyrgn8j4nryhmnc45t35k9,684.47,2
terra1kawtjtwa0sx0jr73d4d49yz4ec3tjsjy82a27s,501,2
terra1kaxex3c6jj7gvewzq0smlmyc9jcwasnl969t3k,2103.30,8
terra1kumdgpgvkpq5ctpz2lpap5rl9xz5rzva2d332d,671.91,2
terra1ku50mj33y5wycg46e0n22ryy9r0x2q6a7h2nez,264.13,1
terra1kusn2x62v047xx0cn53tatdpggd4mga8zaug0m,402.91,1
terra1kut2vh6t2afxwxkw0458rrzjfjsw0z2dwzg9qu,2096.85,8
terra1kmtmvq03q4x25j0dtmuqdmpzywnw2mpxhvgu6j,427.57,1
terra1kmg4u06m8lv86kdxe7c54y33f70xdvjdq2dmeh,283.97,1
terra1km9vz4lw2u4csddycjnnak6jdhw6g7r79kj0ru,488.22,1
terra1kmqxy46pzve0catvn028fcnngg5d5pmpd9thwk,395.92,1
terra1k6ws0mtufz66tavs8wf9ltz6l0m0wzc0n4ahky,4225.17,16
terra1k6vp5gjelqrkc7ws2p34z9gtx8er6630z8zcv3,3021.07,12
terra1k69sxpz6smm0pk0dhfrfchd5u5y4sldxd8h4d5,263.48,1
terra1k6zxdlz9auyq3cnl6658cuyyxkpr0tp35tqwjz,255.56,1
terra1kev7elxqftdq7gxpqnsg2sthjgfnrsy0kvdsdq,1471.48,5
terra1keg3pprssn5au2jnandmmk8lv0xukxd6hyu9mp,280.01,1
terra1khcc8j2lzzz5z462qzu4cmsl7kdd8v0jhd6v0m,2197.56,8
terra1kkms7x0x5fa33d4f44r78ce2egkv58h70ls6mq,269.51,1
terra1kk5autanjs69jc7nufmqjqlgl5jdnev3j7ekj7,279.11,1
terra1k4kd5fhlt2pphrt2uulsru3up03vy7524g9yd6,413.68,1
terra1k4pkjrvwagftrmnrwgw92q5zfvprs7j3ngm5sv,269.87,1
terra1k5hsptstmar8u3cs7qdenl0ysjkue05vf3l6rt,373.69,1
terra1k5jqtxvtv8h496cyfw4j7htn3dz947sfw48u9u,251.99,1
terra1k5puzsa66zzmfja638ldmgj2vydttupxj6em96,1025.67,4
terra1kna9gd0m9yhw928ldu6yu73lz770lqak0f6jmr,250,1
terra1knvk49lshaan26ft3rars0hj7fwe72lvrrqh7h,332.12,1
terra1knvrwex525gyfcg5ks209fqnkkm8x4rlraete3,361.73,1
terra1ks6ve7rzzvjeylvg8wdewmu5vxqazezf5p5ndm,307.38,1
terra1ks5deqwhxn3gv54ck5498k232akcua3rztuwcv,1300.26,5
terra1ksnjy9gujypqe83j0dtkyhgzlg7ylnlsgwcx8v,253,1
terra1ksrvl3yvvazfgqhy3raey3m9wj5e0kwppzpj5p,730.63,2
terra1k0a2nnrw88t9x59r326fz8e98mp5uzjg3g7386,384.41,1
terra1k0gwne5qtawc8rjkrc77k0jgse5e5d7auegll3,387.48,1
terra1kwtft65ydugry8sk3wr9fzawqtwmh0qv5t0vus,1856.73,7
terra1kdh4psqrjxpf289y6zjrpae50qffmtfdw73ml5,2251.68,9
terra1kvazyc4l373ly3hh9l97nmr2hntuhavjweqrwt,1393.53,5
terra1kvkctv28fru8d39rcdxauw93ulfxchpvgml5xl,253.33,1
terra1kv39drk6fdujg9p0yd9tlfj33gm6t2rkx7ymqa,537.07,2
terra1kvwzgv54lj0avcwv3xjjrgzcw558a7v7fgdepd,280.67,1
terra1k2ljhgxzm7unzk4kyv7udpvv0e4cnk99nnzp0k,621.60,2
terra1k2h02hzrh2a2z0r963tv2qwevc9gu66fecsepu,262.37,1
terra1k2kl39edqkps5lfjad9rpls2rej78389ud6k27,251.32,1
terra1k2qypqen3xtg20sqwzhsqq6p3tsup54r86xh5k,1392.97,5
terra1kf0x5np2arfyrd3ec2r9jsvcjas8083e9yaadk,893.12,3
terra1kgnj4jy4a7f74j02xgvx7844t78j6rgvcm6h4v,251.30,1
terra1kgszl689p8eqdpxauwx3cj22dt9n99wx95ycju,323.68,1
terra1kgg2mn966t23gs86e589qea665w2uw4q27t66w,506.26,2
terra1kgzlexah69gdxes98t5lwdzp3hpy76cdmxk7rx,294.16,1
terra1kgzpnnsfw0tplvkrfk3pnnd2l3tgmu98yyvdfd,627.68,2
terra1k86y2pedv6hzhtr5d7pgy7frsc27n5quc6tqyq,1101.54,4
terra1k8c2aftrzv5ganz3k8dnfs905qyc0prz6v0kef,258.42,1
terra1k88a5ruav3lu95vtf2x4vnhcrgyuru4pruaekt,274.35,1
terra1k8ysfuu5npv3k4gdnqta5ewtvmqy2kdnq28hqj,257.88,1
terra1k8qpzglnxz7hgk0yhkn33hm2zfr2pfqd2sp8sj,688.86,2
terra1kx4udr4ddvp92kf0fqr50420fzwcmkuk9xsvlt,313.81,1
terra1kx8v5y9vk77yng9cpv2985fsaf0nvwj4me7h4u,251,1
terra1kxputjeucs6yhu0n8pyqzlac5cz8g8fqyv8szg,1237.76,4
terra1k958lfzg9wwuwkt9xn73et75ayt7spw0p6uxke,339.93,1
terra1k9wk9xr9n0l3klamt8gt6hyttq0frczsj45555,251.53,1
terra1kyfyjr80w73e70yk7769k6vtpcv8fuxkv9hnzr,300.11,1
terra1kyyxeh2pdf76ahpt60rsaqf9luj9f46ex6v5z4,675.68,2
terra1kr2fet8dszraaj2dcz572wvukec5u8ry9t0d63,309.90,1
terra1krqsmlq8qcy8ks6tgslfh554dea22d9qqkxtq5,1163.29,4
terra1kzq80zj76lcmyv0xm4sxdu23yt28pjexjr97sh,284.49,1
terra1kp5yy03ndcr7lzpd6rwgtlga37wmz7wdjtg68q,517.46,2
terra1kpsmhtpacqslcdxl5nejl07jaamfwwsvaddgvg,253.83,1
terra1kqxak36exgkl88xmuy49hjh2vr0g4g7hvwmtqj,1130.88,4
terra14le484449x2nrggzngf9mplrlugl9a3r43w7hz,294.05,1
terra14l3csmjgprvucchf3r0kcd0rvmpar0x4tgyryf,716.69,2
terra14a9jlslkpkg3rdr9cqkuxg4myauf6ghed8gatm,250.20,1
terra14a936hpf2v6xf6wv9l8c3xx372dnkqjwxp77e8,312.39,1
terra14aq4jq4sghwf8yv7jpsdw5ge97gkgkk0cxpuxe,536.05,2
terra14ulrre5v9se373nukjkr4xxr0ek4aly44nwxtv,255.30,1
terra14mf50c4cnt7e3jm7e4s0282c2w4yhn77gmcuv3,1175.89,4
terra146dccterprxah8cgtz65wmpa2zty06558h7ksl,1146.57,4
terra146xcrxsxc682xm89q2c9jn8erqq4je7439s6aa,962.07,3
terra146qq2un5f9vayn9n9gccvwyfwpm3vl7e8tmr6f,328.78,1
terra14em7ak8wn3tvl5zhu0m480kuqqxz6lwc65gnkv,693.30,2
terra14ek93r0mea7s33p6zlu23nkhrr85vspkggjhh7,777.14,3
terra14efmhqy67gm8canxjzv0y32mtcl520pzamz2eq,259.40,1
terra14er6s5uqa3zs4vpys07exhx3pdkp59a3lj2k6p,371.84,1
terra14hmfdndlj8tm2rqvpjgnxwk4qjf4lsz30q8m2g,298.38,1
terra14htrf07d24vr2wv6sj97s72aws0ykt7yclv8fl,279.44,1
terra14h89gkfjlt006xqa8kj3xse323gtsqwdr9prnf,454.83,1
terra14h98f4cvctf2s58qa2xft82lypkh46y4xhfgt9,700.84,2
terra14ku485l6070uaay54wdft5eejf35935ph8xccg,253.43,1
terra14kpkhs59mesqj4n6x0jhcvg548cmmuawygy69u,327.88,1
terra144kqjljqsrgynysfnf62u5h6tsu9fgkuzn03qm,346.50,1
terra144ndr60pztgfe904hz2vg9028f5n29wvejydhs,478.72,1
terra145attqs8acm0y0as22yqtf3h93fzqhcthqm05a,512.91,2
terra145677lhzvt5njhlpqdrm6df6v0m5gap5m70qwv,250.26,1
terra145enwcv39r342jjtvsc8mhfkt6s2rnreymhvak,510.32,2
terra14nm05aavhvdd3ms43pa9puq3s69wtwr4qldcxm,813.05,3
terra14jad4g24850l85ms04pxuqwt5wmnyq23qfl0m5,252.46,1
terra14jaxr3n5q2v0fzzwlq5a00xfrv7es6gwre2ale,254.55,1
terra14jm9vr3723neduw0z7rwl0rwp3c2e7xzaakg2q,2507.48,10
terra14je5dy20fp2s2ysauyaeqn64fa60hp6mja5vw9,336.83,1
terra14jnmscetxjf3xdkxtg476sjvja2gp99hf5g0mr,255,1
terra1436w3hauz566ka3t046z4jystupp5m5yk2vg66,775,3
terra14303eaf6sgs92c48xd7xkw4tka8wnu5u5c32mz,253.62,1
terra14scvj94qnxqpyjtwdwy6kulm6ess24e2w4tg0p,904.98,3
terra14sdm6lr5k4jtcp56ec800qvxyv57xne0z9lrhs,276.91,1
terra14sv4nhglxtl5xks9xnl95757gan0pqdgxn6kk7,250,1
terra14svn3ph2xuv9m3zeqd7yallcj8yg93fkt56qtm,372.15,1
terra1406cyect4hapd36q7l42tcqvt345v6qetx8f7l,3002.12,12
terra14038h8479sw2grjzshekrudq0lavnd2lt9wa0e,367.52,1
terra140d68h05dh27qg668t9cg4e4sdltnwgxa7tp2e,371.68,1
terra140qgnv96t79wk4e7laakcg03vdutugqj6zuhud,251.36,1
terra14wcmxm3ygz8lqkdk60mldua0mplgr4glwwhzve,326.75,1
terra14wha4f3z68w6levl5e57dux463ms0nnkfm6c2e,790.26,3
terra14dl0z7t9cn4v8t48k322ayv9djfll5cda4t4en,252.90,1
terra14d3xrg7dzpgnyc767kymqhtuzm3m6c7969plqq,321.28,1
terra14dsu3zpkrnszcvkldglffm3gl4grv7dmmps0dl,301.92,1
terra14vathc3czcd8cjsu8qauv5xyyt3r96k5f0n9sg,852.48,3
terra14vj4dhy9ee9yhv9mdpxqe4tnemvtdut2w35gk5,321.36,1
terra14vf3lh5myhr9k6cjmum7v3exzfhg3r7rtay538,502.93,2
terra14tc0akftms7fzqkyj37vadzdkv8an80daztsff,256.11,1
terra14tq40t5894zds4n95d68uv89uxfckruzaph5kf,403.03,1
terra142a397he5xzz79vdg3mlx4fue52wecmzswntu0,2431.93,9
terra1426s28ynfq6xflzlftnp5pjnyw9ax9853pdkra,258.64,1
terra14fxg6uknucnq65nrczcyqjxvsqslfsp2d9w2cl,256.53,1
terra14842jh09wg47gven8ndrg78jyegx9ks2f6fkz3,252,1
terra1489qjwg2ef5yh7razlzm7p6g7nqns0g5wskln7,275.20,1
terra14xlxqrszkskrwu9njspt53n2uu20ccuhfrxzvk,251,1
terra14xkdtqapr6q03scq2ulnra5dwpd5jazctkyn2v,552.01,2
terra14x36rv6nqu2zuznkphlmvsufr7uak43ujw8e8l,757.22,3
terra14xd3sk6mmn2xksl9cfrmtjzkawzxh73fvq0q4d,253.34,1
terra149u7jhxlwqlrxvln3qg73wnrqty62t2rskqp6k,370.94,1
terra14ymaczzyws9w6ulrn6re4r26nqdjyfwf7jg8st,393.59,1
terra14yenqsmj84xcqpg2m3hyth55tsyvxttcvnr60r,520.27,2
terra14ysglwdzgjs8mfj5jsq9rvcf0sny3zj9gw30rq,274.29,1
terra14zdr7qfxsjtczas3uxaarvgstv49rucfv5leqe,550.76,2
terra14q0xwgfsqvrv0y7ye6hjy6rqwv9jdjc9vnlh62,326.98,1
terra14qtupsayp8xyuv54tyhn3pz767mz0sq3uvea48,346.62,1
terra15lrjww78yyehxvpq42cg8rqsh0upw8qwhjeyn3,308.33,1
terra1576696k4vjz0mdylt6c34ucwy8hfnqzwf8g4a4,276.80,1
terra15akzs6qm76s7m5z4jpyfn2pd55eq33244352j5,648.29,2
terra15aw4w6yl8svlw7w63e7fqc7k0tcqtjkktw34za,289.64,1
terra15apafc7u9gaqfvyp2tk380dxn026s6puqxc03l,576.23,2
terra15uwg5amx6jp5ghh8uxttlys4q2j0ea3ayu7c5n,970.33,3
terra15uz0uncv5kndk9w6z4vte6fykl84e7sqawx8a3,250.68,1
terra15upglt0x3l4jaksduayunspkw5m2luhj09aam4,337.80,1
terra15m78dkclsy0mkswm5jgxzk7uztt2dd553fyfyn,278.58,1
terra15mcknkjk7auq2jkwljzytkyq5etgkvttjquf5w,284.35,1
terra1560yfw7kwzaye4fd5ktc3npf66rgj2n9npph2a,312.50,1
terra156w0r4a9z57tpmccvg0u30jn4yjzk2y74a3px3,253.74,1
terra156rcpgdcpc5rwqmx3k0cplul6kh6luqs90hnnd,300,1
terra15ea4eme7n8v9f58uemxde3ecyvmnvu6t7qh2gu,270.01,1
terra15e6wvm7z28aqwac8scvv025n22s80z284jdphh,250.29,1
terra15enqshan87t38ja3xzvqnj3hhfhghwtukw3v6x,398.62,1
terra15cdsawthxrr3rgdyq0ya3fjm3zkl99ulfsk6pz,306.77,1
terra15cvthqpl08509zhu0y83htlym3ttegpykq2avh,880.81,3
terra15hlearg8xajju4r3dapvglswtf4saqqlx3e0rr,500,2
terra15hzcqpszswuxytrhqax8whz7vmq9eggl8ekugy,252.68,1
terra15hp2uxv55r0k60wpn2kyx08eu70h7aqj3c2g7f,861.14,3
terra15kaz57lqzj02mjq42fv8fgh3xedy8rdzjyts2p,1614.83,6
terra15kntrne7tx5h9jdzzuwx3sws8zmztvqxlvnt0k,502,2
terra15kjefwmglrygfqhquuv9y5wl5hw7gra8kqy4gz,251,1
terra15k927ag9p09xlefwrxxlp03d8sv4v7npeetwxw,1019.35,4
terra154wh8x5nj7ka2k03xhm53uh7lp3j5d7z2vyx5h,291.04,1
terra154qzgwdmx6uht74vz3jgdp8nuznut7wdsfu5wu,501.21,2
terra155qac4e8y2syr5c3rpukgvryk4x92lvjqygxmp,263.34,1
terra15n7n996qruceflfwj3jmjfdlt9nju65xgk0g09,254.36,1
terra15jspq7vare5lkpgtvc0y4k5sn68mjqpeya5vjg,285.08,1
terra15jdq9h28dwc8zhcs7x7p38tasl0a2z9tunnemv,255,1
terra15j945u0fgcmz7ujnlde90ctugkxu7l20jduy2f,1502.72,6
terra15jy29zz26rcxyu3y2n5l05j2p33p5mmhzptgyx,270,1
terra153cv3a0nlhpyr3nzw3twrpljyyvtendkkpmnaw,520.84,2
terra153t4lzj46g8tf292zatj0n3dpsy90k83f0g72d,320.64,1
terra15sn63duy3ha2p3z0mtpn4aqzgmlwqt54vyrl0e,313.53,1
terra15sxyjyzyz3k2gsyh8skp86lvtl7xj8fys5hrth,252.56,1
terra15073885eaa6649xwwug2nxlmcceqwj56j3t86t,274.81,1
terra150nq78xvfy2kh0gv9e2p6c0xsek9lg79u9sar6,255.61,1
terra150jqkd0wr9vl7wzd03ak8r5r4srhdwlx0xhtut,268.27,1
terra15wlj6m9eu8mfe8krftky85cka0ynfkz6n3c74g,251,1
terra15wmkruhttqdk2lzfvuunta0r7s8gwt65j06ec4,272.25,1
terra15w04luvl5vsxv387a8jfamfqzr4g04a8nmjf29,1079.22,4
terra15wfmmgj9ed2davusg70teyg590eamuee2ry7ja,262.03,1
terra15d7tv00n3sswrjh7r3ydknht8kdjd0g0ktd0ga,268.11,1
terra15dm2v4d5ag3wpru5adprlxzathkaudyljz4kzz,351.40,1
terra15d8a0z0w3ctt2j5amufxxuw40rc3hdhqvgl2qc,251.74,1
terra15vlmhc7pfmrw3757tsadgk2tgwf373ee0hav4m,550.18,2
terra15t55att38s852rhhpj4h05u5n4hqpwteq0ezxx,251.01,1
terra1523ck98p02q4fv7ua5hurl5aehk8az8xg3v4x2,254,1
terra15fnde9j03vye7p2gs2zrlr3zdzuujx2h8mqpmy,553.19,2
terra15fgzugd658k8r9hls3w33mylkvxwmcf2kff47y,264.25,1
terra15fr3p78mz846z2lqmfj6vlcfcwt5l9ss00mws6,255.64,1
terra15fptw0uc2fcyh8utsfe6l8yr34smvszcjc6t83,552,2
terra158lyh27kz5frdj5ajxdf98vn9z9hlj5ywf5dyj,400.01,1
terra158vrp9z7a9exettzc6d78nt8kedr3f0vv20rge,257.10,1
terra158yz4tja2k34f226ahstpqfpfvsdrprcn7mr9t,974.46,3
terra15xe4gjfc0u4jsymuveat4ddlcfc32ccqez22dw,251.22,1
terra159lsv59ftdeewutjeg89d9700ftsfpzuc2e32s,1090.18,4
terra1597wgnjee6e6pyt4uwftl3t2kmyrr83k5dq6a4,251,1
terra159u8xspje03al8cn7n7xgx4qd5fyzjujhhthm0,250.59,1
terra1590gktfjtvvx7244tmykw4hu3xe7r3kddxd0jp,250,1
terra159tdjghv2tkwvtzv6ttevs3w2v9fzexu9k832j,263.91,1
terra159y6rf4spcpprhwuhs5r4enk53yk4saaqtzr5g,654.06,2
terra15yfuxx53yrc6n2uezkwu0f9ytk0n2ync56pd8j,576.80,2
terra15yp465lhskp9ldun5nq2j7ru9fnhvwjhu3kl4g,333.97,1
terra15rc2cfh5fpnjleuz2rtzrasr52603afv8k402v,300,1
terra15rg3fqkx3svk0je4xhkucgww5qkykax9y2mahk,313.28,1
terra15zuefrwn78jjg874ckd6qzgl899q4puq2nfag9,305.61,1
terra15zvrjxxd2etvyym69pnrxpsd367a6vfxg47vsv,404.66,1
terra15ztm2t3dfmukfddd6rnxmun40fk33d62l6wwcw,257.47,1
terra15zye3ypndnuws85yzc52a8lxs6tmj53wq6kgl5,254.06,1
terra15pstkpvvruwy9fedcr6a5v2nhscz5vpjt245lc,250,1
terra15p8tpqpwzqgwdnzmg3xj7afpr6vmrsqafl03zd,251.17,1
terra15p97e60u9laz0jnfj8tc7q2pw27plhq8wym2cr,251.82,1
terra1nlsuvmnkkdtqkpqja6cgvg39f9fn5aw8fgl2k8,266.26,1
terra1n767plp6cm0e43yn629g4vek33dflkhk7r8vse,260.87,1
terra1n76d0l0cy3g3fj8th08duu6myx9zcyryu06est,251.26,1
terra1n7dvd7ku3n6rmv7rt7prh92vddwu8wqaqau7ap,284.24,1
terra1n7z0agk8f9mshucrrp6f4pevjrqadg7f8m7jus,1037.81,4
terra1nalnku0878yay40r75xr603h6nv5vuml76ljs5,256,1
terra1na7zswqkdw8k64fhmvc5zh7g36c7j95fxafdex,2428.44,9
terra1nu38pw3emk3jvcjkz4lszu2274zjpsvtls8v66,601.41,2
terra1nussm32c8rctx82de9tpz392pmkxtmxnh8s6fw,312.50,1
terra1nuvewfpu5h955tmmq5lpnxky6pd6dyan9p68vn,253.88,1
terra1nmeewp3dpev9druquaa73m5fwq7w2e630ptly3,250.11,1
terra1nmer44r9unt85gulzkkyqc5neuqswqpmjhplhr,444.07,1
terra1nmfkejuyae3yqgkt0r324qs4wvnsrt2ka2h56c,253.51,1
terra1n67thr0sqczwr2wdy2xp824rwy79awm2nwmc25,270.05,1
terra1n6nnjv2rsllwf8ncmssns4wk5h65uss3ghheyc,250,1
terra1n6ypqfy6wasqra44a7ad4r95tu7yclemfk3vnw,307.31,1
terra1n6z0w0wse44dfzg58nu8safwx222c0klv92z0n,282.35,1
terra1n6pzey7pnqkpl33k968e7y2xjfk7qrqepcesf7,316.70,1
terra1nesgv8azlljegqlm92jvug58qrvzlf2400vhew,580,2
terra1ne2nvjzkjxpjazwl2vmvur63ssxxwvdr4luezq,398.16,1
terra1ncd6m6dgj06nj3ruucju795lj2gak7k5r7rlzq,368,1
terra1nctac6lg9k5lqpyzzwg05x00ghfw232y2mjsjr,269.62,1
terra1ncytf9xx50esq7vtv96w699pc38k2n7u0gplw0,952.94,3
terra1nhhcejv722v4cskgqunjkj3ukzzjfhdhwxegkr,251.05,1
terra1nkjssc62zp8e5kc4ay0dt79fep6kklsc4nm8av,255.87,1
terra1nk36rju43f53ztznam4c3ywmuqkvk9cd29sh5w,250.10,1
terra1nkzmg7dlkhdqyecr5jn63l4xyqjhccz5cm28cn,542.52,2
terra1n45c0tdxh29zk0vkn67nfkdujarmry3sjg3t76,354.59,1
terra1n5efkashhv3np242cynajgl8u073q29flpg6hh,259.69,1
terra1n5k2ce4cf6xyt9vpqr30eshu47fz0yqaexcaz5,279.92,1
terra1n5xf6tdj4ladqwl9cqlu9yd5k8t3kexc3avwkm,873.07,3
terra1nngqtw7098e99s8y7nxx9xzkapzt94ldsjy70l,2333.08,9
terra1n30pq2lvy9pjrl000u3svfp6k3x0k59htx962c,2227.38,8
terra1n30qtptg3ckvn3nurc0najmayxfayn39kk0jgs,710.13,2
terra1n3gnprpx390g0cnnz07duphxvvy0v59m9md4qm,505.06,2
terra1n39w6e7s0uvpvr6yljyxcx89a44vpejg5dggsn,554.59,2
terra1n0yp7g75zydgud3nux9act5eartrseahksxhzn,321.30,1
terra1nwa37cshzg2hkgw85f4mfzx57n8zuwcqw235nh,295.03,1
terra1nwudag2rtyj9y5j3tydl0yhfyczjy77aq8pc5h,250.62,1
terra1ndanfls0r4nfl30gdtun76eptph9t3gdfrjgfv,571.39,2
terra1ndc038q3uhyj25w57qsxdmmwmelhfr0re0435y,251.09,1
terra1ndrwr2nemup2puykd2ce9z6efa3kszzj88vnfy,828.61,3
terra1nvfj08ny3u288fzz429cdfs77fgz8ajjph4tsg,250.27,1
terra1nvxx9f6v9zm60qteghygkfwehply3wuy2l9evu,250,1
terra1nvzg2tjxhpa34rlcu5l3dgce225uyrm8te0g24,270.97,1
terra1nvqyw570lf53wl7m4dkj2yth4tywe0c0620sv7,254.86,1
terra1ntsj2xw5wr05cwgdjjpvh5q9ey886je4gecsa3,510.23,2
terra1n2cuqtld6h5kalatl83m703acn57le4smf75hz,258.52,1
terra1n2576gwupnv7e2kat2j86k9w67q2e5s98xr0cn,250,1
terra1ngmfetyvgr06ptu8jen4hd42x6w8lv0zw33p46,394.37,1
terra1ngcgmr8vk97hx5fzk0c6q02jfujjncdjqm8qqx,252.82,1
terra1ngrlekkxuk6lrafw0g22a55qwqd6fgwqlzwfqy,357.55,1
terra1ngz3g0avclt0xynst38n0qdwrkagt7yw5x7eju,869.78,3
terra1ngpfxanarstaps7jyjkfjtyecwzjdhetg2cg54,251.60,1
terra1n8utaly5st5du65fgaqawhrkvm0qrlfws9kymc,400.26,1
terra1nx7f99cwsquazl38h7g5c6ehj5qw8yu83zwpl6,258.86,1
terra1nxfyenv8tcucsghujylr9xtev5qcgc9tv7wv00,257.53,1
terra1nx9ms6vmnmh7zu8xzefptcpdpdxxarp86xazer,270.35,1
terra1n9mak9c36cr02hnuky2rz3kd67lxrdkscmku2n,257.11,1
terra1n95gzc8qftxwdn2emr77uuwkk7ajhzwvcpvrs2,412.33,1
terra1ny6npvk8ysc4d5wapvegqx4q0d4zyjj0acwl8v,255.01,1
terra1nyh2el7c826anxpudv7jzs5xh5ta2mz3cw8upn,408.66,1
terra1nysg4vjdcxwc8uc5hfnu6esmg078k97hrr8q46,830.66,3
terra1nyfxz8uwpnnhvc3dtueeq75w67jpm9ewy2hggs,751.57,3
terra1nzv5za6zavxpa83gm8l7p0dnx9mlfe3fd8v59e,514.76,2
terra1np8da70jw504xg3tau6rfupfhfttfprlkk2ky9,250.14,1
terra1np9jmdp30u2cvkp02shh5aj9v6jqr7ep50dgnr,251.35,1
terra1np9wth90u64kw0cdczz4t2dauc9awmh963mhsk,307.49,1
terra1jl33755snthyyzev0thtdyu3chwqr8nf4pu8k3,251.99,1
terra1jlv9dwyjc4sthsuxyn7508rcltml7f62k7xvy5,261.92,1
terra1j7n6yw3qy2l2yqhjmmnah3y647v85hj2nunsq5,260,1
terra1ja6c6uvqdmvzk272zyqtx25mdt27j2fcwesmsk,725.36,2
terra1jaceeqzyvyfk5d9z0s5f48k6vwu645gruu60j2,261.39,1
terra1ju3kecgtx37z2f7jp6n5vjyqsppsnett57xujn,392.32,1
terra1ju9jn86gkrsdnreantl6tnup09r7s8d2dulcfg,251.09,1
terra1jm6gd24e8vjqqxm3nxtk5sm50yyvlz22jaurq3,439.04,1
terra1jmg5l4p3ju2h27rf22lhcszlrqcqnpm8nezjnn,375.05,1
terra1j6ldqev2ze2344pld4psywqkhhh47nc54dela3,276.83,1
terra1j67l88ttp3rapcrhuf7fxd55lslaadrxda2mam,1519.86,6
terra1j6jwteftnkmh29u3r9s22s74mjenrrxp6ds04l,936.78,3
terra1j60feszuvq6dxglasy89s5gln28ggdlrkv6nlq,367.24,1
terra1je5a32dqtatwhxa8kychfl7hcey2d0z69984py,263.83,1
terra1jey930whs8d6cm8l0s229s07u6amlm4lhx76qa,252.01,1
terra1jeptswq3292yx90tjsqueupgp5pqchac3yxgsr,416.36,1
terra1jc4tm4jhfqmpuey2zw9jf2am78fpwlz96pk0x3,250.04,1
terra1jctdpqdfkgmffd030xjf2wu7l8vke2ygjmyjz3,302.26,1
terra1jc9xew40pvztt45qh0tlj3pwff23u7q7ppylyx,2240.28,8
terra1jh5q9c0tzuk84n6pcldsw7zfs9jak6xeadz4zs,499.42,1
terra1jk0gc6pcf0nj87r60vv8qgfrqr4lafssyt3peg,318.45,1
terra1jk2ph7ye5kk3xfc5vduzla2s96gw5ec9qspqw3,250.50,1
terra1j4k777wjyjuq479jt32vfsqg74xf54kyusexhm,262.50,1
terra1j4x27e3xkw38mrjndkn58uzu40vn84cypnlgnx,254.08,1
terra1j4yf5auxvvs28z2wq9wzn265dh9dnrz8dzpceq,251.09,1
terra1j5l95khsa9zkeefqwxkl0alqfjq9lhjz947djq,259.21,1
terra1j55etwleyfvauz5947mu4thnhjffxvnnfl8rax,311.68,1
terra1j5n3tjs4thnxk5hduksnc28kr3yhmjhrdhv83w,301.68,1
terra1jnnrcs3tthjkftwusuwnzl5jzx86uhscdkhw2z,255.02,1
terra1jn8qfjt9t0x47l2zcthrs74ttw9my6zzpl8atq,254.11,1
terra1jnrw68dg4lc5glhjnd2drnjc3z3zz9u545w5m3,398.07,1
terra1jj08pyzzgm9l5amrsd8yuq25n3vxh6vrdf4qsa,332.11,1
terra1jj0y7z6jqwmv6v50w67ytlgf8l8zpwa554vmfd,252.24,1
terra1j3lctkctr4ynuhklx74kvpw7sapn6lqwvsa8pa,766.46,3
terra1j3sx3je4wrn5a48hh3qp57vvdku998t7c9m2na,250.69,1
terra1js7d8euwzpcurp0flsflpprxk06k05vj2hg2ye,480.49,1
terra1jshd0xhkpta4gn6tm8lxma6xlkm4gdgrfd3ww5,447.49,1
terra1js5pefask5q9t6e8ve8sqhwjtrhedxu85l2vjs,254.83,1
terra1jstccmy3n4qp4j07uczwjwuarrvxyp54s8y69a,507.63,2
terra1js23mj6jm2eq3y9495u64gv9df9z0c2hmhn2p2,2267.49,9
terra1jsxp6a26dcdhel37mke34nsa4aeln9nycvptwr,809.24,3
terra1j0pttfyd8xnpf8axgj5q90uaufh36hnjjdxrpt,273.10,1
terra1jwhawfnxhn32egzadunwrnk9ngpmrfdmvs8wr9,252.20,1
terra1jwnyu7xewe7r9mgxwzpclr8szxr3fwrglc88ak,687.89,2
terra1jwwzkwa62q3sl76zgmd7vsgduqhy9xk5mmp8dl,515.48,2
terra1jvj57r2tgyq9kpc0uqry8vf7mjfrgltx9phjxs,296.42,1
terra1jvj5dvepgws872f42zdfyqugsyngaz574atczx,278.92,1
terra1jvjftfswgnn37leu7zwkgnl7efkamhr20vuz5a,645.46,2
terra1jv2r2zqdq3flcj5pjvn4zhrgztqdls89plze88,768.20,3
terra1jtcyzene65d0muhzfeel25uca3f2q0nulma9dh,337.34,1
terra1jtwf4qtzhwpqydwka6n5687x760q7txw4t7yqq,250,1
terra1j2u06wt6ac36ma4mz95h4x4s0jtepplw543vhm,313.62,1
terra1j2juufpxzsxzuc5cqq8kz25pnwahnn9dvaw7hu,2002.44,8
terra1j2d6j6fv0jn9xc8d4jla2u2m758qxrd8eakwuk,252.78,1
