address,ste,tickets
terra1de0ru5j048m2w63k4zvxx7mdlv2gzcflusd3fg,274.31,1
terra1deyxue29t6m2dlkmwmyekf3ftdm2c2dfyxx8nc,358.10,1
terra1dctuzywgk60cwqc33zu8g8cel7cxxdc6mdvkfa,251.48,1
terra1dc27qtzan8z6e3tmya63jyekpqtwv3fyqhetff,254.39,1
terra1dcxa0lq85jc2ta770qd5uuyg9phjq6ns3t5nnh,361.44,1
terra1dkewp20ny3dekmpdez9tkjdg3p88v5jlmgpt25,524.89,2
terra1dkdlhq4age0qpl5xcmdxmgnsddwd6wv77h3s47,340.28,1
terra1d5vstqsle0hsdhqhlhf9sdmkyp3djtva0prkgv,1615.77,6
terra1d52kywmjjefcjghpau2kt2pql3u2u2nxxvl3xd,313.46,1
terra1dngg9rxp5j3f8nzn0jq4p2ufjc7uqvhftdxwwv,529.56,2
terra1dnzgjywlmcl9rdwywcrq4nd4rlcfdjtv7g0g84,335.82,1
terra1djtgmtqek44srr8x0plq4hv4pfrtral6mw7z8g,662.87,2
terra1dj2mc78tldvaa3elqsx54ylgy35w62z4994z8z,255.84,1
terra1djq57x93mwm2l977k59ynd7x57046dqnk7vydw,251.44,1
terra1d396wpek5839ga44my0czwdjcxggv43tc27jfq,796.22,3
terra1dsj2qdnzt8vc8thdr0c5p7nu3866lhvftrujen,292.69,1
terra1ds3z4qpwg6g9yuzazl36xvd2uvugev9qyh3nv5,461.61,1
terra1d048zy8aluyqxde6cpquc2gx8aqkzx5v2jprl5,266.10,1
terra1d0vudm83glns9zhrkkcc6rl8ydjnz80k9tzp5y,285.02,1
terra1dwswa3236drz6cldtptunczndcrlzwrkl8a8vz,257.92,1
terra1dd72e2ks06v2ww7x6fa97k9v8erlsx7mruk3hc,255.04,1
terra1ddnxd5tpdykde3n0ztg762rhll45ka35ev709g,250,1
terra1dddavwftdfq5nttxshucvdcjf93jvmqt7fn3w9,501,2
terra1ddgdgazld0wdkhx96tsg2gcq8t4ac8udnvuxzm,771.51,3
terra1dd8k8mvnu43qv8pynu2r4gfwt02sd2363ng64g,890,3
terra1dd8y0epf5fzynpk79ay7scrzcl5n3yy6mwfaj2,513.72,2
terra1dv4s2q9c7lnh4tgrkaruwxp75awz50yxa6aaw0,300,1
terra1dvrf0her7tqf7cxcjhr0a2lv56fu6gved59zrn,317.76,1
terra1dt7lgm309dkpqaj2kzzrkupwey3tucs43mrl5d,277.05,1
terra1dtc09kuehtdtvdlfcazldmvgqprhsl6vxuamqk,321.70,1
terra1dt0t5yt9lyxyg3vffhkntsymwkcza2kndtl8jc,1309.52,5
terra1dt8mfauwtfy6d7yw4zzd54adv7m6yxed2w6sfx,750.68,3
terra1dfclg4qn5339tjetx7ut3dnasc0d8nqytpaz2z,280.42,1
terra1dfhtfjemtx7gxe6z2psqa3e497enu5hg55ww6y,258.31,1
terra1dfnmhjw7twgyf84yj48mzr2u5knaggfpemcsqs,372.60,1
terra1dfstv0wll97ymz9tnj4w9gp4c2qtdqwhwqglke,250.70,1
terra1dgruecwnd0v2nxy2ewm6jxhfuk5fdsxge7c3lq,263.83,1
terra1d8rkzd7rn0h27gar8l6n7p37fcr02dszchqeem,1158.77,4
terra1dxauw53m3cyxyrcjqudcnsr4jl8kjh7j8r5t69,469.88,1
terra1d92rkzuushy3fkve2x3lljjffw4r82j9arqnxw,452.25,1
terra1d9xdj4trnuqpx89s0s87vewa92erhj55s4dxwe,268.81,1
terra1d9rshas88wymmqrzweh9ycj8ql4583z42kuwa3,503.02,2
terra1dyl28v697m0zgv3y2x760sczgpp6p9xuk0x9sl,1777.37,7
terra1dy5uevfraqdpdm3vw0c6skvh9jpjrqcavhcd95,279.26,1
terra1dyrf0lrhw6f205apjhajn8rnl9uxdk8kecy7nk,251.13,1
terra1dyz6j8kw8ec7clzmdn788fud0kpgwuhhu2d4st,1030.50,4
terra1drayxrypdf2tu2hlxk8swsxjyeld878hz89zjv,275.77,1
terra1dr609a42x8vs6m3ncvw0w03cr5xccqd6drr2mm,572.15,2
terra1drjtx0c7q3v6mz5y2hwmvc79t02nzzs7qgf9a4,255.68,1
terra1dr0hmwn09hz93azzcehgxqq08nguum3f7dcrft,1703.93,6
terra1drrmglh2ncj4yyp7rqxv58sq6suvqekcshxk45,272.57,1
terra1drqj2cf0qsn3c8l7emw0twevr766mwwcnw4pg9,252,1
terra1dpaeefz9kms9x4e49t6ek6hgrdmz9rdlj06n89,266.07,1
terra1dp5g6f7xe8hnf2geh9n3glm2yyvsa529nfy478,250.49,1
terra1dppva5ecusguzvrjh9gdtrdtq85tyw7xdj00a7,250.45,1
terra1dquwvgj9gamh5zng8edjhnh59cj8a328t83t2m,250,1
terra1dqjkpm2fszv4fd82mdmdyedn7etk45lqzkqk65,287.50,1
terra1dqff4nnylgfwf3faqd8p0npm6gf7ycch5ju5ne,251.45,1
terra1vl7ldhvz8fapsacljnn54hj39hxhxqe2aprn9r,259.70,1
terra1vlmtmgqp60jkhgcn0ez86jgxz9l2xm00nty4xl,418.45,1
terra1vlsv8hhlz7wnp3jp6nc5eqtpl46r4a33fc2r6q,322.20,1
terra1vlzqxspcjm0yjuxvvamv66ms2us33lnxtuyswa,266.30,1
terra1v7ed7gxwe9mn64lrgvdvfex4gjzadz6tqhlkqf,410.25,1
terra1vajqpajyrzvjl0v2x0yc8q8n8he26wsv8a5mtc,252.50,1
terra1vazftqkqv4zuzp5a2g8lk7g3tppkjlxmjtu5gl,259.48,1
terra1vumnxx7gf023fsrk7a8ty3ghvsrtmdee30fl47,250.83,1
terra1vu038kf9n2pm4x4545fqdzkuem8pmh08yvf3zl,834.27,3
terra1vmlgxf4wxsfnwgty96gwv6jgpxzk4x6y7l4dln,252,1
terra1vmc9xpmlfqxdqyne0y9rr6r22lhpvyr26hnl89,266.44,1
terra1vmhgnzyw36lnad4gg7pc9wz0u65wvum2c6tqx4,269.89,1
terra1vmkdeqwuherddslc4mt0sffuzq6vyc6zj7swfp,253.09,1
terra1vmjwf93yelv542npckl4qm4xgmgxfwm3qt7va2,519.69,2
terra1vm88u3emuhygpyxe6l8gpmhtymmkdvev3l9p0x,303.93,1
terra1vmqvmndk6nnvz0ehyj2d6hqm82vhfdgkch9ra4,289.79,1
terra1v6tk53g0k0vn75n76fdw4sq3y285j6l6qu50jd,257.13,1
terra1v6xkxe3r2w9pcf0fmsc2g347c04f2cq273v3ds,547.63,2
terra1v69as48y9c4g4kq3auma953ha7f79vzj66zy20,458.84,1
terra1v6ydex6s0zgxfyz7k0dj959s3zl3crs9p02qdw,501,2
terra1v6qytczc3l0v6czhz6wyl0g3ma40ydp90u5d5g,255.47,1
terra1veula09d0wx4pn2f6uxl5ulur4uyqzpdm0nmyv,1056.06,4
terra1vckpd9xeadrrd359n6j09y9lf3ftjq7qx0f9zd,251.09,1
terra1vc8yrhcvydj02vh7xy2uxxj27nx0tmqt58ftef,328.52,1
terra1vcx5r5t7qx0cqsekkjmsttq2tppt53amavglq7,250.25,1
terra1vhs5y4dmc4dj6yz7gpum4ktmfpqdzttahdaxa4,252.85,1
terra1vhwgpf5rzgjgqp96c3xmjuxft3cm32p9zyzml9,257.77,1
terra1vkc0xd82y47k8q9t0yaadvws2xw7ckgqekrl55,250.62,1
terra1vkkt64q26qhptk89cr3s7sgt0y2cqk8s7u4ksk,263.47,1
terra1v57zxtsq5c56ll4ncshhscxfhdty3yuzracyfu,1468.56,5
terra1v5dqd8fdck68tlqveulqwctdctrcl59ydyrem2,838.96,3
terra1v52jfxf59h7yurg6cz0e075lkqkfxm5erljt6q,1475.68,5
terra1v5ftpf4l5euu302eepeq62clw9ffw8xkumzyqj,406.83,1
terra1vn64an4sfj9r7ht4xxnmxqvsts8mn6cu5p56rn,253.60,1
terra1vnepad2hvah8cqm6sdu4na7zzjccxd32fj6w35,2334.73,9
terra1vn4ylysaqgu6q92jhhufsug89r5qxfc65254vj,281.24,1
terra1vn0gssh3esszyz4a8nvfg4qvlc75hdfl25xlcr,253.65,1
terra1vjk4cvtuju3evdgcqj8n6xy7tkwy3nndfe3ve2,514.13,2
terra1v3vwvr83c0sk48gsdyx30eddz6swgv2kvy44p5,280,1
terra1v3vtddatd2jtwl2apfl0ztml6f8wt0uqal4h46,809.32,3
terra1v32yrhd590tla8pu4d39fjsjphz9kchtmj5us6,361.64,1
terra1v3yxcqsswg9lhylqvm0fx225jlhsj7vsx3wnzc,307.89,1
terra1vsa9zydxnzh76y86yfhdgnfr44k52ccmfwvnk3,250,1
terra1vs43qw9vhwd2fw7gxw65jlq4xul748r7uzj37c,729.61,2
terra1vsj0c4xdn6klfsg0e2685rsqx3fd7xrv2yn6nf,301.55,1
terra1vss6racyqrv2afz7sca6xwyjycc8nwyap4zlgm,250.96,1
terra1vsvn8wycurdn7pmkg7xewx8jrct08dquu7x6qj,323.27,1
terra1vs2fv2rxuwnctsvqnlg24wgfg92dkmk0xyl83c,684.63,2
terra1v042uss98a9vslhkc32h3gktza40mfffyxungg,573,2
terra1v0j5rn5fmskxlf6jrrhdx8pj2kp0204m4346dk,475.08,1
terra1vd4m8krm6yuvxeq0rv3xy4yruxr2h0ufnyvy5p,273.74,1
terra1vdrg3a2mspnlcv944jjcwj528shrf3g5hqxrcp,354.24,1
terra1vdqfn4uund3dfmmm9zmrgpnfhpa7ca57z2ghyw,327.13,1
terra1vvam78cq34katcnvskydkvqfeyehznuhrvw8wm,757.04,3
terra1vv5d5zy0kqh5jppkj3fayf93frfprgfemzd3p2,396.65,1
terra1vvrh20pl9j2nm08r2634lrxwy93e7ghu93y0e0,252.22,1
terra1vtjuh0qzlmh4j7zrajkcqr8qzh5c28unfc8jpq,501.07,2
terra1vtwaq3ksksjr05ywvsv50045mhar5mutdjjp7q,279.55,1
terra1v2k234t2g4e9v3xe240x7f5lpxqd0vzgcpwmya,265.41,1
terra1v2sy2tluhzvmh5xesz2ggssrrvgla5nvyqqe9x,302.46,1
terra1v22r4w7zcxa8yxzcu3y0j9jvxq0x4fr8jp4ju4,255.79,1
terra1vfj9vv6aj566gl5rahcz0npqmjp9xlc74l2pvf,1340.04,5
terra1vfyjug93g568uvqh9zvn8e8u22k7a57fcsr9tn,1080.47,4
terra1vgyd47mke4tj9qc5h6gyf3v4022e3jav6wx2sf,324.43,1
terra1v8ljs98exsl6gcej26y03mz9ftwczkl07k5da8,262.21,1
terra1v8t33u95s0yflqxuer7kl7ujeuactn43ew0pn3,276.78,1
terra1v8z3mxe4fjxfhncl9tcqzjf85v9knph0dy9qy4,971.91,3
terra1vxpy5v99sjnkmkz2rps5g8g3jhjrcj2sku5jce,252.67,1
terra1v9kknnxg50ypwx62cckuq2x7keejrhfwx3sqm7,593.37,2
terra1v9f4zfq0u8kyg5rfafzkh3qas73saw8ud8txqq,319.48,1
terra1v9gaagj8t5zkpje0szp3uglcr85sav9ga5tl0s,294.53,1
terra1v9qgvq7eqvpqcsp0z5d9r2fnqvhhkss7j3wl4t,359.20,1
terra1vyac9agtlcd9qjjdju9hkr3e6qpt2sm2cwrm7n,250.01,1
terra1vyatryu26l9xnvxq9k7jqg5ghh0yef4pvszcdd,250,1
terra1vrm6rrsc0feauhth7j8ga7x6cyqhq85pvv2ef4,801.07,3
terra1vrkk3f672f0fj6rfwyrt5n0unhmeuhpgrvnn4q,250.50,1
terra1vr2hpw3vnuez8p2yfhc0zhhyrwt3um55phk6e9,250,1
terra1vz4k3ws4akh5zrymnrmwrnywdkclmkqcgefw2k,260,1
terra1vztallwvxzrk0fgnuypwxn565j25tja7q8ypxl,437.14,1
terra1vzz3g26a0n5udzs862g7cg350rhcwzkdq3vuxq,256.35,1
terra1vzpsaaqcnec2n8he7yevjsuu65wm7y5rp7ecvk,894.39,3
terra1vp7gf6evzypcgmg820e20fm9pxe6apslqeyw32,253.25,1
terra1vp3dcxxyelsamyz6yn79j3wczy8edqyrx50336,941.28,3
terra1vp2h5rlgvach7zpqr9ac72nrj2rkuldm0vm0yp,447.03,1
terra1vpzgqmc5vf08ydfvh3ng88wvyz9up5arfmsxzp,250.03,1
terra1vqkr3wysepuj9f3l2rg9lkdcgrtdsh747547v4,535.57,2
terra1vqj22kc8h927gmr7t6jpfhzp45yx6ec544ee7y,251,1
terra1tluyekggnce4js7usrs0xk06528vg99ra09ae8,1272.10,5
terra1tljqvf2hn42sc28ywfet0w9462tlt7d62grhny,268.74,1
terra1t7mgjxtny4zjppsqmr2yg5099mfqt6wtr8fasl,1282.25,5
terra1t7n2808sx6s3x0gmx8dz65qtum0gsmg6qqnuxa,264.07,1
terra1t79y5ht034ws6xft3yd8erk03fh9q7sth8fz43,750,3
terra1tama4sfgpvxcdvdajhdfr6h5596d7juufxe9zz,3218.96,12
terra1tah8x7fe5lf7pf74k5fmf9lvs89s285smfhzxh,1262.17,5
terra1takvh3d6v5jjglwza6yd99ashmhle62vr7y56d,298.06,1
terra1tag62jtpq9zsq8py42m39l5gmuw3vzt2jz0mr9,264.27,1
terra1tar9hyd4052nquarl0vzj8nuyehfusy36wca9w,312.90,1
terra1tuug595u306reryrzuy8fuaqelpye3y89ff8gj,281.09,1
terra1tu0lx26n8vjkpfjrjdyktnvt3wqfdtup65lyj5,253.20,1
terra1tuvgdww89u8ly8h9p06ljf7p2jx3x9mgh9zwu8,530.18,2
terra1tuq7n4fcslhqvgjw7yyjaqsht5432t64z593ul,504.74,2
terra1tma9yplnhkzev49mezay6fej9dh2lt5ewmtrw5,255.93,1
terra1tmhyga54u8keec5kjahspamedyjxk8kjr0ltm3,259.20,1
terra1tm5wlztawxgkzmr7nrhfx5yff5n395xnr9jr7f,370.61,1
terra1tmt98tc0gy4tajdk0y46eeryjmu3auydtrcrdv,265.03,1
terra1t6mfwecjsq8yp7zalwqpywseq3rup50cmpvqu0,250.15,1
terra1tel284w6lmxkjjnwweufkmad3dvrjavz3pwztk,1168.98,4
terra1te7ttkcu780plz6m9t6tgt8aenmr2y682xhhlh,311.95,1
terra1teu5dswc9vshax6cuvwja9nrxctmhvtayfgxsy,753.28,3
terra1te2w67lzm5lk42earv2clxddaxy2rqm38n6eag,346.70,1
terra1te92f59m4aemaaauh2qt6q6g62355ekltc0c2v,381.27,1
terra1tcl2867ez8rz69yg0ks4n0x84th20nv6dulwxc,251.01,1
terra1thltvqxfaa65w62yeucym3tg449ltz3uqqxq0r,562.98,2
terra1th6n7zzd5vuexn56fgq82zn2e7t6n05gh7ynv3,526.51,2
terra1th6xu5p2nkzvmpke2n4p66q2wkak67hqeeqlvz,255.59,1
terra1thdhz34840uvlrplw2mc2pl5cj348ed0h4veu9,1272.23,5
terra1tkf22w6khacw9l488kma460p486fgr0macwm8k,497.97,1
terra1tkz0rxjn77mzmun0rp957pj44p2uzekemq2l40,417.51,1
terra1t4umln3gwg0z5aemlarw6p4c0dpeqhafgkjwq7,267.56,1
terra1t4ta20g2g558d65g2ge3hhfcwswmdncezkfz5t,546.68,2
terra1t42wenxsd7qu2va3vc3um4macp20h4j3c8w0vw,1481.36,5
terra1t4xvnrzcnchwnprtudggc022n6477p473ar0zj,255,1
terra1tn4gxvy5hkdfc4k2ds66f8whyk7dp5ujse008k,298.14,1
terra1tnnym6wr522yw7lq4pnx8jysy3kvdz90mvtpzt,509.15,2
terra1tnzd4e8fcnuj9akkysqrgmkw7h778eer6qeg7k,355.46,1
terra1tj5cmyvd087t0eyrdw8hgsedqq69dncr3lyl09,250.35,1
terra1tjsr4yphqfknqyq0twzvud7cjp4q6f7nw3x07h,483.89,1
terra1t3mrcn6vevhpmggsj7n6v7pddfek8j30y4xevs,772.14,3
terra1t3c775f83pw2vd33sg40krr8ufw6wdza2s9uaj,250,1
terra1tstuc360tgeejn2ns22x0uc5wl0sxgcl2nrznr,970.26,3
terra1ts9nmulf2z0xunvf0euylwdhrwgmfaxpjqndd0,265.07,1
terra1t0mhfccsjj3yupe9t28vz8a4ac3hljuns8rp02,514.51,2
terra1twud3xav6rfg4dwjtv6fngv7ame27et2s7x638,258.26,1
terra1twkvgz8tr7mkjpdcwjyhehlxfuy4krv6xhy3cl,251,1
terra1twtumkaq26rcjd9xz358827hf7tlqkltdc0sv0,263.46,1
terra1td9l5q833gae4xpy599m2nzlyemg00wnyeeg4l,250.22,1
terra1tvltjgfn3pkvqnjqq0kq467p4almluy2nwflnz,253.41,1
terra1tv428c7hd2nhl98ajc8pk4q6ma63922w9vmsld,630.29,2
terra1tt7jy8jh4lzk3qs34mfh4txx24g64ywg7q33fw,367.82,1
terra1tt4uk379t06d7qux63030snlqdkl4ac0l70dfc,251,1
terra1ttwxn7fdns3hujyr2j30m49czfhwes3y3jfvn9,1066.05,4
terra1t2vdpjm984qcyflfl422f5yegy92ucwwjkcgqs,417.52,1
terra1t2tta5kejtdsp4zzplkr6uk3tv685xxsyz8wk2,849.45,3
terra1t2gvx2n4n4udnaf09ws06xnfgzjskcp0fsaugg,251.36,1
terra1t2xvu6zpkwq03uswwwgwnh3njrfs488tfj9j4u,251,1
terra1tfvafcguf5exfesdvltudw3chvcjhgxm8xw00v,254.84,1
terra1tguvf05qspwcg2sq2eg57eph42en5swxcnqtgl,264.09,1
terra1t86k88km0nzlgrjd9g6wkeheem4gntaqdd4wdj,284.48,1
terra1t8nu39e3s4m7ay5slas8zhq9mt9w0y34y0xt53,250.23,1
terra1t8nqe3c2cvtx6gd2wfquhtc9f9lpul04jmcp3m,250.83,1
terra1txt9e30k394rhmur27dlx2r72tdknwv3phrsu4,470.85,1
terra1t9qvce8lt7rcw98d88fxptnsxfx0axhsjd75ad,2.21,0
terra1tyvlqhr0k8a39ppzajckxqmmnlvsmqlnvnhnpe,255.28,1
terra1trul2xrvkfe92d0t6x9edh58shky79zs8ud00z,254.13,1
terra1tr2n0pt7jvqhyj3ak4rnwpfhz2affktjxpkjqe,262.82,1
terra1trfnuf42re9j5p44qsraldwx02ngu94dq4kc8l,286.47,1
terra1tr97h4z5j3q8u2rpeum6s2w89k3kucfwwzt75z,255,1
terra1tpufvhens6jnldp7fu3uvcc3qyl9yu6rqxzud2,505,2
terra1tpeeqys03tmytn24gsaqmk23wksuecwempcwzd,264.44,1
terra1tpchqc9mwrulnvyuehj7haxzywg85g80yw96ws,288.69,1
terra1tqk53ahk03l40nwrred9l6pj54crfdx3dzazlh,706.29,2
terra127mvfsvrg4jp6k8hfk7rx5jp089jgth0ke93s8,257.48,1
terra1279yvc4cfucc4jup60h9js8uxhqca7rrzn8lk8,793.32,3
terra12alwez4kul3xw8xlyr848las9dy2a3k3yst0ad,1074.99,4
terra12agmjfvadtyg0ak3ravwu24apyraglz36fqp2k,308.25,1
terra12uxklc0rjyl8th787gcvhpaafm4qjj6wuv4rv2,290.91,1
terra12m43z3gx545428g4jf6wueknn2h2y8g7r3mkuz,260.25,1
terra126em687y89dwu8qnae39gq2wls9q43aff67r0e,339.31,1
terra126fzl7250dt33jwwuc35hwcvca3tmg6zfpj7u9,251.72,1
terra126ghtev7xad0xhv5ay47rqm37flm755cxw0ah2,253.21,1
terra126gf26pdlk5gp8qu27l3crsjhngaaa4vrjtvc2,338.79,1
terra12el7v63wqxwpgge50n4e8qwxjwsx0fnwqa5rtz,297.43,1
terra12ep8y44huxdxmkwx34zmq8y3vqfe6ep0quk7kx,379.49,1
terra12ca3npchsxgsmxuzwqr9vy257zh4ej9t9emjj3,259.01,1
terra12hc4rze74qzwpx0vww9wmwt3ft9tv6dm00thaf,506.08,2
terra12hn0tfayvkps347gf2sklhmfwnsj354vjpwxlg,310.73,1
terra12hjzrwvntaxndt2fwl3j0qyw7vqjr96d0j5qpr,265.25,1
terra12hdw3zhlgvfjhwefwh6tfq2wu3vs66p62rf7ws,280.54,1
terra12hynvmwrh32c2s8nec9jxz8dy0x2a2la8zhv0r,319.93,1
terra12kav8fnahqqtk2j536zs4tagl8v2r5glf8esmp,254.09,1
terra12k3lkkjr9grykw9vfgv070jkfyf6gf6ym4tgnh,1396.68,5
terra12440pud8fjlc99nh2rtsrvgpej4w0ncapxjucp,631.01,2
terra1245yy27wmjdst092nzcjwcvetztfanu3l2s8y7,253.48,1
terra12403v5hja4e4c2h4rj7vkjs7yuxx5xkjckdj4v,840.62,3
terra124d5007ej6j7rs0qyaakmd7mu60gpmdsa6kgqa,711.35,2
terra124y8rdnugmzlg0n4nwah56630flptjxwelz5xx,1283.62,5
terra1255etglnpu0ul3jpr4wx3uuakep0cqh97gaxxz,402.53,1
terra125ydx33wlgquhne5468plaqp4m2kk20na0l4qk,250.05,1
terra12nvsm8hwjclh60gdtv3gdgxfe58sdhx25uqyfr,805.12,3
terra12jftcr493zdfhxamzxr5n2003t5lmcn5nnfjm4,316.46,1
terra1237lvw7275apgghwt5ktj2eyxnjmv52rxzktat,501.31,2
terra1206z2cm2sjlxuz0v364zzhppr4d0yxlghmpppd,284.27,1
terra1205ufdqkd7glyc6eskveyfvclnskmzs9vw7r58,291.28,1
terra1200sgvgh2g473amdl4lyj64zpagsdx4pkuqjss,595.77,2
terra1202udn2kuh7emgld8m0fnjx9t22wtl8q0xday6,870.75,3
terra120ydmhd5aun9tfwyzaasyyllf2r6cfwchluu4j,1891.09,7
terra12wclrmzsvxrkfda2qkfmxucg2y9cj3952dxkez,264.39,1
terra12wk7xht4mmgtgnwg85lev0hnevlhqhm8lj9xfn,2642.32,10
terra12d0rptt8msn89qjpm2m8hkm690uxjv8wyhf8e2,251.99,1
terra12dq5mwdxtnq83rh3t9aa4zrltm4fvsqker93jz,255,1
terra12vlc6kfyjmu8rh84hzea5t300uxezutdfh4x2q,276.95,1
terra12vxhuas37j27pkx2aml97vxr3wfqdsa737443q,333.20,1
terra12tljylp7nrgxqn26crrcexej0fegj3xy295y3j,253.48,1
terra122c38mq49kn7y9cs7jg0e9ruqpxsphw8x4mps0,517.51,2
terra1223y48e27d09nxn2rusf79sxc7cmtggfkmu849,251,1
terra122xwufe4chms6rnyfm28nrvy8kzazwjtms0ytp,692.25,2
terra122ykdpj4pzr6u98uzj2aepl39z0kekv3azalx7,282.02,1
terra12fdsdtl09qwrtq06zs349u6law4v77x0wdlnn9,250.02,1
terra12gjzterw8fxnkvtyx46c4uh5xalt2876me6zje,388.34,1
terra12gz7w48lf7mar89vpm8yqa5wastq78gx9pl5hf,378.37,1
terra128n906py60t4swjrhsq0u4g95p3arshtus8c8z,250.35,1
terra12xqfu4kqyjrv24u05hqee25p9n4c97wlwmgxx3,436.98,1
terra1295etyk99ra5x3e2suvyp5yv7jd5wcrys9hmc2,464.20,1
terra12yas9k8ku3ucsgaua9ga0zparx4k66e85lrud3,351.40,1
terra12ym8yv58zaeqz7pmuvq7f3g3qnqfhtjqv385fl,253.99,1
terra12yt00c2h50d7jxz2642gfvf3a8z4zrjux9w2k8,251.01,1
terra12ypde0knd2c28lzapa23z52kz42tsz283zagu5,676.91,2
terra12r6hsn9fa5x9zzx3quw5zvlqt3kqenj9907lkz,281.64,1
terra12rjasn63g576ht7e4w5a5eswg6ax68pfg0uh9p,506,2
terra12r9vs3d35yrez3duuw0s8265s9hynp4lm4vyrz,252.07,1
terra12rryxj7hg3zzq6m2jl90e6car7x2se43sa4kgv,276.47,1
terra12zhk6ne4yjjumypjzky7ehvpvnmu4gf8wyp8pp,253.52,1
terra12z5qe0vwa4cnedm73unzpmv4fu7kfrm4v0avjx,507.02,2
terra12zsduysdkt3f4u6z9f9663ah0ssxz9gahmtd6r,253.34,1
terra12z0yu6l3h7kljjqt0e65ey0366hwlj9cw0jn9e,336.51,1
terra12zwvj7hhpt2fxstnmc9wtehpwlung6vhj5tejq,811.38,3
terra12pf2ls6xahr4madnx698rd82rh72vmx9vg85lu,251.95,1
terra12q7cwvrzhwrpapftgtsesw0u5xm9j2xwdps397,256.93,1
terra12qc0dxaaq9eq3zfwgprnamnz65x9n4qhdl5zke,500.31,2
terra12qjuvekh40pyje7kqeqmel9qmne9vyjlnnnw77,269.05,1
terra1flfkzlad8h9pl4ch3996f5mtlg20f3t4twmvuj,3165.11,12
terra1fl8dt8qrc4kpzextjl5s56wx2jnk9gaxfudwp4,250.54,1
terra1flpf5zfspa0knrq3smk7qhzjg0gay4ak6spfj7,546.32,2
terra1fahxr8t3vvsnemguwgprsn30mlq03rymuezdym,2075.24,8
terra1fawamyumlcvnf5xdm5l26qtxsyzse3sz7acn3t,442.27,1
terra1fuuqlulvwj74ud9zp2e0n8y9zjsjwdzdcpn9lp,250.26,1
terra1fumjwcm4yl8rr8m90xnqy2xz45xysgxsamyy47,254.54,1
terra1fmmry68j5l89tr2t82zev9cxgj8005e7zw68n8,250.32,1
terra1fm05md60m3ae8nk5gq0fzemwfnmac0acvrguh2,365.74,1
terra1f6dtkzhez50phjm4j76xt4s664mxen8steyjeu,274.11,1
terra1fe5j7utw4hapzd0ymrttpqcw3xmprwuytlwqwh,250.33,1
terra1fen6hz7x8wgjq0jxpy3swj7r6d36sphrsd0apx,278.53,1
terra1fefjpr2ms82969qamecj3gl448q82p985mca4c,329.79,1
terra1fe9rm5u2xlae05spqx4lhe2rkrql0m2kev24mp,251.60,1
terra1fc3sesrke535sk3afahs7tmdhec4fkx8warec2,250.48,1
terra1fcfxndg9zhp0px33rkznr2eu86w0mm95dsu9sm,330,1
terra1fh46f99td0upsrepf6ell53gwe9zyyg8xf9dtn,251.82,1
terra1fhnejs3uge2jxrplayrp4fxw7g58fzcqrzjl4t,255.47,1
terra1fhv0v6t60s77pypy34lveuv5f5javuandadmtd,257.11,1
terra1fh85eys6x0dsa0dwm35um8577v4gtj92gaz3u4,251.15,1
terra1fkcu3z0ckg25ansej2fcjlhdt20028xff8q9e0,258.73,1
terra1f44m6ylrufl3k0ge8txrzjxnmwg9dv4sw52ynt,251.72,1
terra1f5sepktxs0ux8uhzt8jgm5ak9ms0747dwt5sc7,256.66,1
terra1fn74xl2aamm3zh603zyld0s5gx7lzd9wwp4wwr,843.90,3
terra1fn3cp92augkmugfqqd32vpf5x08d2gfcf6h7jf,250,1
terra1fnsz7ph3fp9exv9zcdy79ms6h5pjw53kzx4nr2,250,1
terra1fndx4r3wlpvgnp2g0s73errrh6ymc5zvake9ey,261,1
terra1fn9mfeu7qyjl00md35cjwwc5wmd92qazayrvu0,251.68,1
terra1fnygk67qrqh9thwu0npuvu7wr34fmpvrq7vhla,775.34,3
terra1fnzxzpwh9qyl3uv3dwl57gx2vy2ha2r99r0slr,254.74,1
terra1fjtls2j658mdwdfhtgsdu0pv6lmcl76gtj6au7,402.37,1
terra1fj9rrf87c8k97w86j3dl5zmak5repz2tjvqyj3,347.88,1
terra1f3l9fkckhtrem347fgug4sqg4ujx3uvp9nslvm,250.40,1
terra1f3cjztgw9zc52gcfd588cf5ddh7zxtugx8zk3a,820.61,3
terra1f30rq6gh59fqjrlr5k37asy0xjtlqx3syfak54,250.32,1
terra1f3tww2g499na04nw628k68jeghxv869saynjux,294.83,1
terra1f382ah4629dy5vsp9hf5vqqdc9rahga89nvdnd,252.56,1
terra1fskkhyy6gmxxfqkg0p89g6tg3shx7e6zlp7khv,589.15,2
terra1fwxvqxm826hc7hyn6strx3c9x66epkwdmlf7a9,251.85,1
terra1fwptpex38ka03xx4kcdgce2285xgdjv334wtvh,4428.76,17
terra1fd5mydvrncapfku25aawhj2mqkgyr5cvhkx43w,449.12,1
terra1fd0ezpw376ke4qv9es30vftawt7s862z4sh0an,644.84,2
terra1fdypyh4088ltwfg5t6zgk02lvf9ytwm6t2tzlr,506.77,2
terra1fvjdt4c6djrc4qc3hw6ur975r23z062xz9khug,1559.77,6
terra1fvzue9ltl9hfeh7ag49gh3qkeh5sq9tarjqpfx,255.01,1
terra1ftpnh43cp3szjnfu250j2lrdqmdss76gtt320h,302.90,1
terra1f23yrnp54pz940sv63f64ljvfpd46lple7yt5e,882.38,3
